,number,title,authors,info,url
0,701,"SDN, NFV И MEC ДЛЯ ПРЕДОСТАВЛЕНИЯ МУЛЬТИМЕДИЙНЫХ УСЛУГ НА ОСНОВЕ QOE: ПУТЬ К СЕТЯМ 6G","Мутханна А.С.А., Хасанова В.А.","В сборнике: Подготовка профессиональных кадров в магистратуре для цифровой экономики (ПКМ-2023). Всероссийская научно-техническая и научно-методическая конференция магистрантов и их руководителей; Сборник лучших докладов: в 2 томах. Санкт-Петербург, 2023.  С. 232-236.",https://www.elibrary.ru/item.asp?id=56659815
1,702,РАЗРАБОТКА МЕТОДИКИ КОНТРОЛЯ СОСТОЯНИЯ ЛЕТУЧИХ УГЛЕВОДОРОДНЫХ СРЕД С ИСПОЛЬЗОВАНИЕМ МЕТОДА РЕФРАКЦИИ,"Вакорина Д.В., Давыдов В.В., Степаненков Г.В., Резников Б.К.","В сборнике: Приборостроение и автоматизированный электропривод в топливно-энергетическом комплексе и жилищно-коммунальном хозяйстве. Материалы VIII Национальной научно-практической конференции. Казань, 2023.  С. 23-25.",https://www.elibrary.ru/item.asp?id=55175103
2,703,УСКОРЕНИЕ РАСЧЁТОВ И ОПТИМИЗАЦИИ АНТЕННЫХ СИСТЕМ С ИСПОЛЬЗОВАНИЕМ НЕЙРОННЫХ СЕТЕЙ,"Алли Р.А., Коровин К.О.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции: в 4 т.. Санкт-Петербург, 2023.  С. 23-28.",https://www.elibrary.ru/item.asp?id=54609421
3,704,СОЦИАЛЬНЫЙ И ЭМОЦИОНАЛЬНЫЙ ИНТЕЛЛЕКТЫ КАК БАЗОВЫЕ ЭТНОКУЛЬТУРНЫЕ И ВОЗРАСТНЫЕ КОММУНИКАТИВНЫЕ РЕСУРСЫ ЛИЧНОСТИ,Белова Е.В.,"В сборнике: Вестник факультета социальных цифровых технологий. XХV Международный Балтийский коммуникационный форум. Санкт-Петербург, 2023.  С. 23-28.",https://www.elibrary.ru/item.asp?id=64227311
4,705,ЭФФЕКТИВНОСТЬ И ОКУПАЕМОСТЬ ИТ-ПРОЕКТОВ В УСЛОВИЯХ НЕОПРЕДЕЛЕННОСТИ И РИСКА,Котов В.И.,"В сборнике: ВОПРОСЫ СИСТЕМНОГО ТЕХНОЛОГИЧЕСКОГО ПЕРЕХОДА. Сборник научных трудов по материалам конференции «Технологическая перспектива: новые рынки и точки экономического роста» 2021-2022. В 2-х томах. Санкт-Петербург, 2023.  С. 23-32.",https://www.elibrary.ru/item.asp?id=62489481
5,706,ДЕМОГРАФИЧЕСКАЯ ПОЛИТИКА КИТАЯ,Молчанова Т.В.,"В сборнике: Вестник факультета социальных цифровых технологий. XХV Международный Балтийский коммуникационный форум. Санкт-Петербург, 2023.  С. 233-237.",https://www.elibrary.ru/item.asp?id=64227777
6,707,ИСПОЛЬЗОВАНИЕ ДОМЕННОЙ МОДЕЛИ ИНФОКОММУНИКАЦИЙ ДЛЯ ФОРМИРОВАНИЯ КОМПОНЕНТНОЙ МОДЕЛИ ДЕЯТЕЛЬНОСТИ,"Катасонова Г.Р., Сотников А.Д., Соломко Ю.С.","В сборнике: Компьютерная интеграция производства и ИПИ-технологии. Материалы XI Всероссийской конференции. Оренбург, 2023.  С. 233-238.",https://www.elibrary.ru/item.asp?id=60195271
7,708,ОПЫТ ПРИМИНЕНИЯ SDR-ПРИЕМНИКА В АНТЕННЫХ РЕШЕТКАХ,"Гуреев А.Е., Дунаев Н.П., Кузьмин С.В.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции: в 4 т.. Санкт-Петербург, 2023.  С. 234-239.",https://www.elibrary.ru/item.asp?id=54609498
8,709,РАЗВИТИЕ ПРОДУКТА ПРИ ПОМОЩИ МЕТОДА «СОВМЕСТНОЕ СОЗДАНИЕ БЛАГ»: ТИПОЛОГИЯ И МОТИВАЦИЯ,"Калимуллина О.В., Морданова Ю.А.","В сборнике: Студенческая весна - 2023. Материалы 77-ой региональной научно-технической конференции студентов, аспирантов и молодых ученых. Санкт-Петербург, 2023.  С. 236-241.",https://www.elibrary.ru/item.asp?id=54917107
9,710,ИСПОЛЬЗОВАНИЕ М-ПОСЛЕДОВАТЕЛЬНОСТЕЙ В ЗАДАЧАХ CDMA,"Кукунин Д.С., Елисеева К.А., Федотов И.О.","В сборнике: Подготовка профессиональных кадров в магистратуре для цифровой экономики (ПКМ-2022). Сборник лучших докладов Всероссийской научно-технической и научно-методической конференции магистрантов и их руководителей. Сост. Н.Н. Иванов. Санкт-Петербург, 2023.  С. 237-241.",https://www.elibrary.ru/item.asp?id=50223092
