,number,title,authors,info,url
0,501,"КОМПЬЮТЕРНОЕ ЗРЕНИЕ: РАЗРАБОТКА ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ ДЛЯ ФОРМИРОВАНИЯ ОБУЧАЮЩЕГО НАБОРА ДАННЫХ С ИСПОЛЬЗОВАНИЕМ СЕРВИСА «TIK TOK»Волков М.А., Ильницкий И.Н., Коновалов И.А., Янбаева К.И., Осипова Д.В.



 В сборнике: Студенческая весна - 2023. Материалы 77-ой региональной научно-технической конференции студентов, аспирантов и молодых ученых. Санкт-Петербург, 2023.  С. 116-121.","Волков М.А., Ильницкий И.Н., Коновалов И.А., Янбаева К.И., Осипова Д.В.",,https://www.elibrary.ru/item.asp?id=54917079
1,502,"THE FEATURES OF THE FORMATION OF INDUSTRIAL FREQUENCY ELECTROMAGNETIC FIELDS FROM POWER LINES-330KV IN VARIOUS FUNCTIONAL ZONES OF THE URBAN ENVIRONMENTPischugina A., Chaikin E., Cherkasov V.



 В сборнике: Environmental Studies and Protection Issues - 2023. 2023.  С. 117-123.","Pischugina A., Chaikin E., Cherkasov V.",,https://www.elibrary.ru/item.asp?id=63663197
2,503,"ЦИФРОВАЯ ТРАНСФОРМАЦИЯ И ПРОБЛЕМЫ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИАльбовский И.А., Андреевский И.Л., Васильев М.Д., Васильева И.Н., Гатчин Ю.А., Гниденко И.Г., Егорова И.В., Иванченко А.С., Красильникова Е.В., Майорова Е.В., Сидоров Е.С., Соколовская С.А., Солодянников А.В., Стельмашонок В.Л., Стельмашонок Е.В., Сухостат В.В., Фоминцева А.П., Хуссамов Р.Р., Штеренберг С.И.



Монография /  Санкт-Петербург, 2023.","Альбовский И.А., Андреевский И.Л., Васильев М.Д., Васильева И.Н., Гатчин Ю.А., Гниденко И.Г., Егорова И.В., Иванченко А.С., Красильникова Е.В., Майорова Е.В., Сидоров Е.С., Соколовская С.А., Солодянников А.В., Стельмашонок В.Л., Стельмашонок Е.В., Сухостат В.В., Фоминцева А.П., Хуссамов Р.Р., Штеренберг С.И.",,https://www.elibrary.ru/item.asp?id=54722712
3,504,"РЕЗУЛЬТАТЫ ИСПЫТАНИЯ АВТОМАТИЧЕСКОГО ПОРТАТИВНОГО ЭЛЕКТРОЭНЦЕФАЛОГРАФА НА ПОЛУОСТРОВЕ ТАЙМЫРЗапайщиков А.В., Козлов Д.В., Степанов А.Б.



 В сборнике: Подготовка профессиональных кадров в магистратуре для цифровой экономики (ПКМ-2023). Всероссийская научно-техническая и научно-методическая конференция магистрантов и их руководителей; Сборник лучших докладов: в 2 томах. Санкт-Петербург, 2023.  С. 118-121.","Запайщиков А.В., Козлов Д.В., Степанов А.Б.",,https://www.elibrary.ru/item.asp?id=56659791
4,505,"ИСПОЛЬЗОВАНИЕ МАШИННОГО ОБУЧЕНИЯ В УПРАВЛЕНИИ ДАННЫМИ: АКТУАЛЬНЫЕ ПРОБЛЕМЫ И ПЕРСПЕКТИВЫБородаченко С.В.



 В сборнике: Основные подходы к управлению знаниями в науке и образовании. сборник научных трудов. Казань, 2023.  С. 120-123.",Бородаченко С.В.,,https://www.elibrary.ru/item.asp?id=54033918
5,506,"ИСПОЛЬЗОВАНИЕ РЕТРАНСЛЯТОРА СВЯЗИ НА БЕСПИЛОТНОМ ЛЕТАТЕЛЬНОМ АППАРАТЕГригорчук А.Н., Семин А.В., Добровольский С.Л., Сагдеев А.К., Самаркин Д.С.



 В сборнике: Теория и практика применения новых информационных технологий. Сборник трудов V Всероссийской научно-практической конференции кафедры электротехники, автоматики и метрологии электроэнергетического факультета. Ставропольский государственный аграрный ун-т. 2023.  С. 120-128.","Григорчук А.Н., Семин А.В., Добровольский С.Л., Сагдеев А.К., Самаркин Д.С.",,https://www.elibrary.ru/item.asp?id=50731891
6,507,"ВИРТУАЛЬНЫЙ СОБЕСЕДНИК: ЧАТ-БОТЫ В СОВРЕМЕННОМ БИЗНЕСЕАль-Нами Б.А.А., Феськов Р.А.



 В сборнике: Вестник экономического научного общества студентов и аспирантов. Межвузовский студенческий научный журнал. Санкт-Петербург, 2023.  С. 121-126.","Аль-Нами Б.А.А., Феськов Р.А.",,https://www.elibrary.ru/item.asp?id=62416654
7,508,"СТАНДАРТ СЖАТИЯ ВИДЕО H.266 / VCCВересов В.Д., Федоров С.Л.



 В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции: в 4 т.. Санкт-Петербург, 2023.  С. 121-126.","Вересов В.Д., Федоров С.Л.",,https://www.elibrary.ru/item.asp?id=54609473
8,509,"ИССЛЕДОВАНИЕ И РАЗРАБОТКА МЕТОДОВ МИГРАЦИИ МИКРОСЕРВИСОВ В МНОГОУРОВНЕВОЙ ОБЛАЧНОЙ СТРУКТУРЕВолков А.Н., Елагин В.М.



 В сборнике: Студенческая весна - 2023. Материалы 77-ой региональной научно-технической конференции студентов, аспирантов и молодых ученых. Санкт-Петербург, 2023.  С. 121-126.","Волков А.Н., Елагин В.М.",,https://www.elibrary.ru/item.asp?id=54917080
9,510,"ИССЛЕДОВАНИЕ ПРИЕМНИКА СПУТНИКОВОЙ СВЯЗИ ВЬЮНОК В РАМКАХ АРКТИЧЕСКОЙ ЭКСПЕДИЦИИ СПБГУТ ПО ПОБЕРЕЖЬЮ БЕЛОГО МОРЯКозлов Д.В., Рощинский Р.С., Степанов А.Б.



 В сборнике: Подготовка профессиональных кадров в магистратуре для цифровой экономики (ПКМ-2023). Всероссийская научно-техническая и научно-методическая конференция магистрантов и их руководителей; Сборник лучших докладов: в 2 томах. Санкт-Петербург, 2023.  С. 122-127.","Козлов Д.В., Рощинский Р.С., Степанов А.Б.",,https://www.elibrary.ru/item.asp?id=56659793
