,number,title,authors,info,url
16,1617,ОПТИЧЕСКОЕ РАСПОЗНАВАНИЕ СИМВОЛОВ,"Гарманов Е.А., Зарипова П.А., Кривоносова Н.В.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 582-586.",https://www.elibrary.ru/item.asp?id=54716357
17,1618,ИССЛЕДОВАНИЕ ХАРАКТЕРИСТИК ПЛОСКИХ СПИРАЛЬНЫХ МНОГОЗАХОДНЫХ СТРУКТУР И СПОСОБОВ ИХ ПИТАНИЯ,"Глухов Н.И., Седышев Э.Ю., Федоров С.И.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 587-593.",https://www.elibrary.ru/item.asp?id=54716246
18,1619,УПРАВЛЕНИЕ ПРОЕКТАМИ НА ОСНОВЕ ТЕОРИИ РЕШЕНИЯ ИЗОБРЕТАТЕЛЬСКИХ ЗАДАЧ,"Анпилогов К.Д., Калимуллина О.В.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 5-9.",https://www.elibrary.ru/item.asp?id=54716055
19,1620,ИССЛЕДОВАНИЕ МЕТОДОВ АВТОМАТИЗИРОВАННОГО АНАЛИЗА УЯЗВИМОСТЕЙ МОБИЛЬНЫХ ПРИЛОЖЕНИЙ НА ANDROID,"Голубничев И.А., Косов Н.А., Красов А.В.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 593-600.",https://www.elibrary.ru/item.asp?id=54716248
20,1621,ИНТЕЛЛЕКТУАЛЬНО-УПРАВЛЯЕМОЕ УДАЛЕННОЕ РЕШЕНИЕ ЗАДАЧ С ГАРАНТИЯМИ КАЧЕСТВА,"Петрова В.Е., Птицына Л.К.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 599-703.",https://www.elibrary.ru/item.asp?id=54716312
21,1622,ПЕРСПЕКТИВЫ РАЗВИТИЯ АНТЕНН СПУТНИКОВЫХ СИСТЕМ СВЯЗИ,"Гриценко А.Д., Дмитриева В.В.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 600-604.",https://www.elibrary.ru/item.asp?id=54716249
22,1623,РАЗРАБОТКА ИНФОРМАЦИОННОЙ СИСТЕМЫ АГРЕГАТОРА АВТОМОБИЛЬНЫХ УСЛУГ,"Гунина Е.В., Малеев Д.А.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 605-608.",https://www.elibrary.ru/item.asp?id=54716252
23,1624,ИССЛЕДОВАНИЕ ДЕЛИТЕЛЯ МОЩНОСТИ ДИПЛЕКСЕРА СВЧ В ОБЪЕМНОМ ИСПОЛНЕНИИ,"Дорохин В.Н., Седышев Э.Ю.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 619-624.",https://www.elibrary.ru/item.asp?id=54716259
24,1625,ОПРЕДЕЛЕНИЕ ХАРАКТЕРНЫХ ОСОБЕННОСТЕЙ ДЛЯ ОБНАРУЖЕНИЯ ВРЕДОНОСНОГО ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ,"Ильин Я.А., Катасонов А.И.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 629-633.",https://www.elibrary.ru/item.asp?id=54716264
25,1626,РАСПРЕДЕЛЕНИЯ СЕРВИСОВ ДЛЯ ПРЕДОСТАВЛЕНИЯ УСЛУГ «УМНОГО ГОРОДА» МЕЖДУ РАЗЛИЧНЫМИ УРОВНЯМИ МНОГОУРОВНЕВОЙ ОБЛАЧНОЙ АРХИТЕКТУРЫ,"Коваленко В.Н., Мутханна А.С.А.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 633-639.",https://www.elibrary.ru/item.asp?id=54716266
26,1627,ВЫБОР ПРИЗНАКОВ ЦЕЛЕВОГО ФИШИНГА ДЛЯ ОБНАРУЖЕНИЯ АТАК,"Крестьяшин Н.А., Пучков В.В.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 639-642.",https://www.elibrary.ru/item.asp?id=54716267
27,1628,МЕТОДЫ ЗАЩИТЫ БАЗ ДАННЫХ,"Кривоносова Н.В., Ломова Ю.А.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 642-647.",https://www.elibrary.ru/item.asp?id=54716360
28,1629,ВОЗМОЖНОСТИ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА В МАРКЕТИНГЕ: АНАЛИЗ ИССЛЕДОВАНИЙ,"Егорова М.А., Калимуллина О.В.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 64-67.",https://www.elibrary.ru/item.asp?id=54716069
29,1630,АДДИТИВНЫЕ ТЕХНОЛОГИИ В КОСМИЧЕСКОЙ ОТРАСЛИ И ПЕРСПЕКТИВЫ ИХ РАЗВИТИЯ,"Лабырдин М.Э., Махалов Е.А., Холкин В.Ю.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 647-651.",https://www.elibrary.ru/item.asp?id=54716268
30,1631,ПРИМЕНЕНИЕ ГРАФЕНА В ЭЛЕКТРОНИКЕ,"Лабырдин М.Э., Махалов Е.А., Холкин В.Ю.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 651-656.",https://www.elibrary.ru/item.asp?id=54716362
31,1632,МИКРОВОЛНОВЫЙ ГЕНЕРАТОР ШУМА НА РЕЗОНАТОРАХ НИЗКОЙ ДОБРОТНОСТИ,"Ларионова А.К., Седышев Э.Ю.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 656-661.",https://www.elibrary.ru/item.asp?id=54716269
32,1633,ПРИМЕНЕНИЕ ГЕОМЕТРИЧЕСКИХ АЛГОРИТМОВ В МНОГОМЕРНОМ ПРОСТРАНСТВЕ,Люй И.,"В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 661-666.",https://www.elibrary.ru/item.asp?id=54716405
33,1634,ИССЛЕДОВАНИЕ БАЗ РЕПУТАЦИИ IP-АДРЕСОВ С ЦЕЛЬЮ ВЫЯВЛЕНИЯ БОТ-СЕТЕЙ,"Миколаени М.С., Миняев А.А., Скорых М.А.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 666-669.",https://www.elibrary.ru/item.asp?id=54716300
34,1635,АНАЛИЗ СЕТЕВОГО ТРАФИКА ПРИ РАЗЛИЧНЫХ ВИДАХ ЭКСФИЛЬТРАЦИИ ДАННЫХ,"Миняев А.А., Моисеев В.М., Скорых М.А.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 669-676.",https://www.elibrary.ru/item.asp?id=54716302
35,1636,ИСПОЛЬЗОВАНИЕ HONEYPOT ДЛЯ ДЕТЕКТИРОВАНИЯ СЕТЕВЫХ АТАК,"Миняев А.А., Перминова Я.А., Урсегов А.К.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 676-679.",https://www.elibrary.ru/item.asp?id=54716304
36,1637,АНАЛИЗ ПРОГРАММНЫХ ПРОДУКТОВ ДЛЯ ИЗУЧЕНИЯ СЕТЕЙ 5G,"Одиноков Д.С., Степутин А.Н.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 682-685.",https://www.elibrary.ru/item.asp?id=54716306
37,1638,БАННЕРНАЯ СЛЕПОТА,"Патрухина А.А., Шиян А.А.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 685-690.",https://www.elibrary.ru/item.asp?id=54716365
38,1639,МУЛЬТИАГЕНТНЫЕ СИСТЕМЫ В УПРАВЛЕНИИ ГОРОДСКИМИ РЕСУРСАМИ,"Пелих Д.А., Птицына Л.К.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 690-694.",https://www.elibrary.ru/item.asp?id=54716308
39,1640,АНАЛИЗ УЯЗВИМОСТЕЙ ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ ДЛЯ СОЗДАНИЯ ОБЛАЧНОЙ ИНФРАСТРУКТУРЫ,"Пестов И.Е., Смуров И.А., Федоров П.О., Федорова Е.С.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 694-699.",https://www.elibrary.ru/item.asp?id=54716309
40,1641,МЕЖОТРАСЛЕВОЙ БАЛАНС ЗАГРЯЗНЕНИЙ ОКРУЖАЮЩЕЙ СРЕДЫ,Котов В.И.,"В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 704-709.",https://www.elibrary.ru/item.asp?id=54716314
41,1642,РАЗРАБОТКА ИНФОРМАЦИОННОЙ СИСТЕМЫ ДЛЯ ТРЕНИНГА С ИСПОЛЬЗОВАНИЕМ МАСТЕР-КЛАССОВ,"Куличкина А.Д., Оконешникова В.М., Перевозник Ю.Я.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 709-713.",https://www.elibrary.ru/item.asp?id=54716316
42,1643,ЭТАПЫ ИНТЕГРАЦИИ ЭЛЕМЕНТОВ ЦИФРОВОЙ ЭКОНОМИКИ В СФЕРУ ЗДРАВООХРАНЕНИЯ,"Исаков А.В., Павлова Е.В.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 72-75.",https://www.elibrary.ru/item.asp?id=54716072
43,1644,ОСОБЕННОСТИ ЦИФРОВОЙ ТРАНСФОРМАЦИИ СФЕРЫ ЗДРАВООХРАНЕНИЯ,"Исаков А.В., Павлова Е.В.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 75-78.",https://www.elibrary.ru/item.asp?id=54716073
44,1645,АНАЛИЗ ПЕРСПЕКТИВ ПРИМЕНЕНИЯ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА В МАРКЕТИНГЕ,"Калимуллина О.В., Мохамади Р.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 79-81.",https://www.elibrary.ru/item.asp?id=54716074
45,1646,АКТУАЛЬНОСТЬ ИНТЕГРАЛЬНОЙ ОЦЕНКИ КАЧЕСТВА ОБСЛУЖИВАНИЯ ВХОДЯЩИХ ВЫЗОВОВ В КОНТАКТ-ЦЕНТРЕ,Касаткин Ф.Ю.,"В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 81-87.",https://www.elibrary.ru/item.asp?id=54716075
46,1647,РАЗВИТИЕ КРАУДЛЕНДИНГА КАК АЛЬТЕРНАТИВНОГО ИНСТРУМЕНТА ИНВЕСТИРОВАНИЯ ИННОВАЦИОННЫХ ПРОЕКТОВ,"Кваша Н.В., Юмшанов Д.В.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 87-91.",https://www.elibrary.ru/item.asp?id=54716076
47,1648,РАЗВИТИЕ И УСТОЙЧИВОСТЬ ПОСТИНФОРМАЦИОННОГО ОБЩЕСТВА (SMART WORLD),Арзуманян Ю.В.,"В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 9-15.",https://www.elibrary.ru/item.asp?id=54716056
48,1649,ВЛИЯНИЕ ИСКУСТВЕННОГО ИНТЕЛЛЕКТА НА CRM РЫНОК,"Краснова П.Ю., Щербаков И.Б.","В сборнике: Актуальные проблемы инфотелекоммуникаций в науке и образовании (АПИНО 2023). Сборник научных статей XII Международной научно-технической и научно-методической конференции. В 4-х томах. Под редакцией С.И. Макаренк, сост. В.С. Елагин, Е.А. Аникевич. Санкт-Петербург, 2023.  С. 97-100.",https://www.elibrary.ru/item.asp?id=54716078
